person,received_offer_counts,viewed_rates,completed_rates,pro_bogo-10-10-5,pro_bogo-10-10-7,pro_bogo-5-5-5,pro_bogo-5-5-7,pro_discount-2-10-10,pro_discount-2-10-7,pro_discount-3-7-7,pro_discount-5-20-10,pro_informational-0-0-3,time_spent,avg_sales_norm,avg_sales_pro,tnp_count,tp_count,trans_pro_ratio,trans_count,trans_per_hr,have_pi,gen_F,gen_M,gen_O,gen_UN,age_0-20,age_21-40,age_41-60,age_61-80,age_80+,inc_0-20k,inc_20-40k,inc_40-60k,inc_60-80k,inc_80-100k,inc_100-120k,mem_2013,mem_2014,mem_2015,mem_2016,mem_2017,mem_2018
00c32a104f0c4065b5b552895fb22e34,2,1.0,0.0,1,0,0,0,0,0,1,0,0,0,,5.93,,1.0,,,,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
00c5a385c71a4d3db5e9b4e31e430943,3,0.6666666666666666,0.0,1,0,0,0,0,1,0,0,0,336,,1.295,,2.0,,,,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
00c6035df45840038a72766c6d27a0db,3,1.0,0.6666666666666666,0,1,0,0,1,0,0,0,0,468,22.21,20.875,4.0,4.0,0.5,8.0,0.017094017094017096,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
00c91f31f5f74e769fa7a359b63e1a9f,2,0.5,0.0,0,0,0,0,0,0,0,0,1,36,,8.42,,4.0,,,,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
00ceaf16a40341e6996d543d04daa2c2,2,1.0,0.0,1,0,1,0,0,0,0,0,0,378,2.58,4.046,2.0,5.0,0.7142857142857143,7.0,0.018518518518518517,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00cf471ed1aa42a8bdde5561d67da2b1,3,0.6666666666666666,0.3333333333333333,0,1,0,1,0,0,1,0,0,408,3.06,3.43,3.0,2.0,0.4,5.0,0.012254901960784314,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00d6dc87be4146ceb47fcd4baaaf6477,5,0.6,0.8,0,0,1,1,1,1,0,0,0,468,26.432499999999997,34.839999999999996,4.0,3.0,0.42857142857142855,7.0,0.014957264957264958,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
00d791e20c564add8056498e40eb56cc,2,1.0,1.0,0,0,1,0,0,0,1,0,0,456,1.7383333333333333,4.6475,6.0,4.0,0.4,10.0,0.021929824561403508,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
00d7c95f793a4212af44e632fdc1e431,4,0.5,1.0,1,0,0,1,0,2,0,0,0,420,20.69,23.985,1.0,2.0,0.6666666666666666,3.0,0.007142857142857143,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
00d91c5919514448bc4f718e4e3f26ab,2,1.0,0.0,0,0,0,0,0,0,1,0,0,0,19.22,,1.0,,,,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00e20b4ca129458aaab0f4727ef3513a,1,1.0,0.0,1,0,0,0,0,0,0,0,0,312,4.036,4.140000000000001,5.0,2.0,0.2857142857142857,7.0,0.022435897435897436,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
00e8d701c583461e81cc10053681a12b,2,1.0,0.5,0,0,0,0,0,0,1,0,0,138,2.855,2.98,2.0,1.0,0.3333333333333333,3.0,0.021739130434782608,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
00e9f403afa641889cd034ee7c7ca6e9,1,1.0,0.0,0,0,0,0,0,0,0,0,1,384,72.7057142857143,17.96,7.0,1.0,0.125,8.0,0.020833333333333332,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
00ed7e22b32749cfafbfd88592d401d4,2,0.5,0.5,0,1,0,1,0,0,0,0,0,276,21.130000000000003,23.52,4.0,1.0,0.2,5.0,0.018115942028985508,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
00ee69db83964d6da32f8109b32a1ce7,2,1.0,0.0,0,1,1,0,0,0,0,0,0,18,,2.67,,2.0,,,,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00fdd4416dec40b49180814c0a7c8d76,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,25.14,,1.0,,,,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0100dbd4e8554aa69b73b6ac0547f6bf,1,1.0,0.0,0,0,1,0,0,0,0,0,0,330,1.77,,2.0,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0103de989e084e0fab400e80678d7591,2,0.5,1.0,0,0,0,0,1,0,0,1,0,372,11.046666666666667,20.2,6.0,1.0,0.14285714285714285,7.0,0.01881720430107527,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0106d19a26af41288035afc4b9b6c2c2,2,0.5,0.0,0,0,0,0,0,0,0,0,1,222,1.8833333333333335,4.77,3.0,1.0,0.25,4.0,0.018018018018018018,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
01162252405b4524a8fa1bf8e6d5f04b,4,0.75,0.75,0,0,0,0,0,0,2,1,1,486,7.814444444444444,6.968333333333334,9.0,6.0,0.4,15.0,0.030864197530864196,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
01176ee7289b48e39ee6261d5c071a07,2,0.5,0.5,0,0,0,0,1,1,0,0,0,306,10.31,2.855,1.0,2.0,0.6666666666666666,3.0,0.00980392156862745,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0118fbb66dd2443a9dd407d2c99a7672,2,1.0,0.0,0,0,0,0,0,0,0,1,0,354,21.346666666666668,,3.0,,,,,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0121fe001b7a404fa9cbe486f8944baf,4,0.25,0.5,0,1,1,0,0,0,0,1,0,168,33.57,,4.0,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0123564dbaf144a88a418c33b6350c17,3,0.3333333333333333,0.6666666666666666,0,0,0,1,1,0,0,0,1,438,31.290000000000003,21.74,3.0,1.0,0.25,4.0,0.0091324200913242,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
012ee55a90bd4d969b0d0cdfaffdf6ab,3,1.0,0.0,0,0,1,0,0,0,0,0,2,390,1.2233333333333334,0.635,3.0,2.0,0.4,5.0,0.01282051282051282,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
013094309e1b49e095c098df412d125d,3,1.0,1.0,0,0,1,0,0,1,1,0,0,330,3.3685714285714288,4.482857142857143,7.0,7.0,0.5,14.0,0.04242424242424243,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
01380da907f8495496679c795867790b,2,1.0,1.0,1,0,1,0,0,0,0,0,0,192,18.92,13.536666666666667,1.0,3.0,0.75,4.0,0.020833333333333332,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
013f2c82889f4641a9b847a48861cce0,3,1.0,0.6666666666666666,0,0,1,0,0,0,0,1,1,426,19.573333333333334,22.64,3.0,3.0,0.5,6.0,0.014084507042253521,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0141d3870a424c03a20390040efad826,3,0.3333333333333333,0.0,0,0,0,0,0,1,1,0,0,198,3.7,0.7000000000000001,1.0,1.0,0.5,2.0,0.010101010101010102,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
01443a2afce54939a323c978f467c540,3,1.0,1.0,0,0,1,1,1,0,0,0,0,438,25.394444444444446,30.98,9.0,3.0,0.25,12.0,0.0273972602739726,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
014899c751254a62a96ce676eb11ddc2,4,0.75,0.5,0,1,0,0,1,0,0,0,1,396,29.6325,29.5875,4.0,4.0,0.5,8.0,0.020202020202020204,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0155a21497d54684a55c3bc609843768,3,1.0,0.0,0,0,0,1,0,1,1,0,0,390,1.33,0.758,1.0,5.0,0.8333333333333334,6.0,0.015384615384615385,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0157e63b39c5456393026c6c03f3d84a,1,1.0,1.0,0,0,0,0,0,0,0,1,0,372,19.615,27.83,4.0,1.0,0.2,5.0,0.013440860215053764,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
015c3d28c67e46aa95e9ec97c27220e8,3,1.0,1.0,0,0,0,0,2,0,1,0,0,480,23.456666666666667,24.183333333333334,6.0,3.0,0.3333333333333333,9.0,0.01875,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
015ef929e016415098eeae8ce59da721,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7.72,,1.0,,,,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
015fb0b3fbaa4aceb910fbdf272f7547,2,0.5,0.0,0,1,0,0,0,0,0,0,0,204,2.725,2.3000000000000003,2.0,2.0,0.5,4.0,0.0196078431372549,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
016086228d58476599d0b47881c25509,1,1.0,0.0,0,0,1,0,0,0,0,0,0,60,11.41,,2.0,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
01613170f679422a8acfa96f0f19fdf2,1,1.0,0.0,0,0,1,0,0,0,0,0,0,396,3.285,1.46,2.0,1.0,0.3333333333333333,3.0,0.007575757575757576,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
01633b71b3a2457aa7d35d8bcc3afb5a,2,1.0,1.0,0,2,0,0,0,0,0,0,0,156,17.636666666666667,17.18,3.0,2.0,0.4,5.0,0.03205128205128205,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
016871ea865d4338975026ae08d221d0,3,0.6666666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,1,342,13.375,19.04,2.0,1.0,0.3333333333333333,3.0,0.008771929824561403,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
016b37032984457fb33ba2767fcc8c9f,3,0.6666666666666666,0.0,0,0,0,0,0,0,0,1,2,444,3.466666666666667,4.586,6.0,5.0,0.45454545454545453,11.0,0.024774774774774775,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
016edb1d1d67477391c5337545a5d98a,4,0.75,0.5,0,0,0,0,1,0,0,1,0,372,13.8475,15.5775,4.0,4.0,0.5,8.0,0.021505376344086023,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
017160c1cdb845d48abec3c330b4427e,1,0.0,1.0,0,0,0,0,0,1,0,0,0,438,23.23,,6.0,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
01772eae932447f9a853461a60820dc6,1,1.0,0.0,0,1,0,0,0,0,0,0,0,156,5.15,7.795,1.0,2.0,0.6666666666666666,3.0,0.019230769230769232,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
01784d3e205548a594ba3fcdbdaaf17d,1,1.0,0.0,0,0,0,0,0,0,0,0,0,468,11.866,8.450000000000001,5.0,3.0,0.375,8.0,0.017094017094017096,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
017a93d1204f457bbe85f5e7de062b56,2,1.0,0.0,0,0,0,0,0,0,0,1,0,162,3.733333333333333,6.0,3.0,2.0,0.4,5.0,0.030864197530864196,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
017febbe52e64ac19cf28cf0d44386e4,5,1.0,0.6,0,1,0,1,0,0,1,0,2,486,33.27333333333333,200.94250000000002,6.0,4.0,0.4,10.0,0.0205761316872428,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
01873cc8de734961949af7c04b2e9872,3,0.6666666666666666,0.3333333333333333,0,0,0,0,1,1,0,0,0,420,3.925,3.695,2.0,8.0,0.8,10.0,0.023809523809523808,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
01887dcd32b64feb807e2436548b6c87,3,1.0,0.0,0,0,0,0,0,0,0,0,1,102,19.19,20.1,1.0,1.0,0.5,2.0,0.0196078431372549,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
018a49ffb8cf4812903e7c1f56fbb0b0,3,1.0,0.6666666666666666,0,0,1,1,0,0,0,0,1,402,6.6066666666666665,9.37,3.0,4.0,0.5714285714285714,7.0,0.017412935323383085,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
018b8f83176d471db63d9733c741fc8a,1,1.0,1.0,0,0,1,0,0,0,0,0,0,0,,18.57,,1.0,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
01925607d99c460996c281f17cdbb9e2,1,1.0,1.0,0,0,1,0,0,0,0,0,0,0,,29.14,,1.0,,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0193c118afe84208b33ffeb1dcb277d8,3,0.6666666666666666,0.0,0,0,0,0,1,0,1,1,0,0,,3.84,,1.0,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
01956670cf414b309675aa73368b94a9,2,1.0,1.0,1,0,0,0,0,0,1,0,0,234,25.824,21.770000000000003,5.0,2.0,0.2857142857142857,7.0,0.029914529914529916,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0196d2062b8d4d019b8d96292266e8a4,1,1.0,0.0,0,0,0,0,0,0,0,0,0,174,15.28,,4.0,,,,,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0199681637524988a14245632b8376af,3,0.6666666666666666,1.0,1,0,1,0,0,0,0,1,0,420,23.786666666666665,20.36,3.0,2.0,0.4,5.0,0.011904761904761904,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
019be0c6f8fd4000b1967c7308b4bdf4,4,0.75,0.5,1,1,0,1,1,0,0,0,0,444,6.746666666666666,6.0600000000000005,6.0,7.0,0.5384615384615384,13.0,0.02927927927927928,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
019cc78d8fed432ca6df71c132c72a99,2,0.5,0.0,0,0,0,0,0,1,1,0,0,282,2.19,2.9,4.0,1.0,0.2,5.0,0.01773049645390071,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
019ed95d987446e3947da0246cdab831,1,1.0,1.0,0,0,0,1,0,0,0,0,0,114,18.633333333333333,22.41,3.0,1.0,0.25,4.0,0.03508771929824561,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
01a202a9021e40aeaa5451a5d134c16c,2,1.0,0.5,0,0,0,0,1,0,0,0,1,312,23.11,29.669999999999998,3.0,2.0,0.4,5.0,0.016025641025641024,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
01a5e8b57bc04e0292525f3e2817fa17,2,1.0,0.5,0,0,1,0,0,0,1,0,0,408,19.669999999999998,17.76,2.0,1.0,0.3333333333333333,3.0,0.007352941176470588,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
01ab25c31f034f85bc4ac9d286fb7a76,2,1.0,1.0,0,0,0,1,1,0,0,0,0,126,,294.34499999999997,,2.0,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
01ac633821f0498893320b41b5b22dfc,2,0.5,0.5,0,0,0,1,0,0,0,0,0,462,21.69142857142857,23.3,7.0,1.0,0.125,8.0,0.017316017316017316,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
01b6d7e8f0884deb936a8a7f15dba895,1,1.0,0.0,0,0,0,0,0,0,0,1,0,396,12.3225,7.8100000000000005,4.0,2.0,0.3333333333333333,6.0,0.015151515151515152,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
01d26f638c274aa0b965d24cefe3183f,2,0.0,0.0,0,0,0,0,0,0,0,1,0,0,3.3,,1.0,,,,,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
01de69b5edab4b89859ea8a7214ba35a,3,1.0,0.6666666666666666,0,0,0,0,0,0,2,0,1,372,20.41,330.42,2.0,2.0,0.5,4.0,0.010752688172043012,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
01e57718fc6b49b2875a9c02b32905b1,1,1.0,0.0,0,1,0,0,0,0,0,0,0,474,6.758,4.202,5.0,5.0,0.5,10.0,0.02109704641350211,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
01e8739670a042b3877f8e843bdf55a7,3,0.6666666666666666,0.3333333333333333,0,1,0,0,1,0,0,0,1,222,22.406,22.76,5.0,1.0,0.16666666666666666,6.0,0.02702702702702703,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
01e91c5bc14148b2a4de0ce819e4c500,4,0.75,0.25,0,0,1,0,1,1,0,1,0,306,0.21,2.005,1.0,6.0,0.8571428571428571,7.0,0.02287581699346405,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
01e97a4633bf4963838a4aa9ed1dce3e,2,1.0,0.0,1,1,0,0,0,0,0,0,0,336,,2.16,,5.0,,,,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
01ef4c6618b64334a15914ff9963eaac,4,0.25,0.5,0,0,0,0,0,1,1,1,0,120,32.54666666666666,18.38,3.0,1.0,0.25,4.0,0.03333333333333333,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
01f33ff554d0443a9841adfd66d253f6,2,1.0,0.5,0,0,0,0,0,1,0,0,1,24,20.94,16.17,1.0,1.0,0.5,2.0,0.08333333333333333,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
